###############################################
## SELF-CONSISTENT PROTEIN DOMAIN ##
## CLASSIFICATION OF STRUCTURES ##
## For Step 2111 at similarity 6.78 ##
############################################### 
## SIMILARITY NETWORK ##
## FROM SIMILARITY 6.78 TO 4 ## 	
###############################################
# More details at: 
# Pascual-García A, Abia D, Ortiz ÁR, Bastolla U, 2009
# Cross-Over between Discrete and Continuous Protein Structure Space: Insights into Automatic Classification and Networks of Protein Structures
# PLoS Comput Biol 5(3): e1000331. doi:10.1371/journal.pcbi.1000331
###############################################
# ***** Set Features:	 #
# * Alignment: Mammoth Multiple.	 #
# * Similarity Score: Contact Overlap 6 #
# * Score Length Normalization: Gaussian #
# * Clustering: Average Linkage	 # 
# * Set: SCOP-CATH Consensus (2890 domains) #
# ***** #
############################################### 
#
# 
# Link Code Meaning:
# Link=0 No hierarchical relation found for SCOP neither CATH
# Link=1 There is a superfamily relation for SCOP
# Link=2 There is a superfamily relation for CATH
# Link=3 There is a superfamily relation for both SCOP and CATH
# Link=4 There is a fold relation for any of both expert classifications.
#
#	
#Similarity IdClusterA IdClusterB LinkCode.
5.03210 Clus>178 Clus>647 0
4.75470 Clus>178 Clus>703 0
4.64460 Clus>178 Clus>754 0
5.90630 Clus>178 Clus>776 4
4.46205 Clus>179 Clus>182 4
4.57704 Clus>179 Clus>245 4
5.34157 Clus>179 Clus>333 4
6.62807 Clus>179 Clus>342 4
4.56108 Clus>179 Clus>362 4
5.10001 Clus>179 Clus>370 4
4.62091 Clus>179 Clus>384 0
5.64769 Clus>179 Clus>398 4
4.63359 Clus>179 Clus>429 4
5.47086 Clus>179 Clus>659 4
4.07028 Clus>179 Clus>671 0
4.21176 Clus>179 Clus>676 4
5.74183 Clus>179 Clus>677 4
4.20331 Clus>179 Clus>684 0
4.37485 Clus>180 Clus>214 0
5.00949 Clus>180 Clus>232 0
4.45703 Clus>180 Clus>422 0
4.31200 Clus>180 Clus>625 0
4.03245 Clus>180 Clus>642 0
4.02145 Clus>180 Clus>757 0
5.01695 Clus>181 Clus>213 0
5.45825 Clus>181 Clus>276 0
4.05734 Clus>181 Clus>290 0
5.00897 Clus>181 Clus>335 0
4.72484 Clus>181 Clus>400 0
4.49775 Clus>181 Clus>422 0
5.37420 Clus>182 Clus>237 4
4.43085 Clus>182 Clus>333 4
4.00438 Clus>182 Clus>342 4
4.14737 Clus>182 Clus>370 4
4.26212 Clus>182 Clus>377 4
4.09133 Clus>182 Clus>378 4
5.84327 Clus>182 Clus>659 4
4.57143 Clus>182 Clus>662 4
4.75130 Clus>182 Clus>680 0
6.37082 Clus>183 Clus>210 4
4.47650 Clus>183 Clus>334 4
4.27955 Clus>184 Clus>309 0
5.26458 Clus>184 Clus>380 0
4.27228 Clus>184 Clus>421 0
4.01123 Clus>184 Clus>560 0
5.39153 Clus>184 Clus>698 4
4.07347 Clus>184 Clus>729 0
4.88381 Clus>185 Clus>235 3
5.87108 Clus>186 Clus>298 3
5.15867 Clus>186 Clus>310 3
4.39573 Clus>186 Clus>635 3
5.31617 Clus>186 Clus>638 4
4.19367 Clus>186 Clus>712 0
4.20185 Clus>187 Clus>280 0
5.94802 Clus>187 Clus>320 3
6.17073 Clus>187 Clus>366 3
4.51403 Clus>187 Clus>617 0
4.59259 Clus>187 Clus>627 4
5.19147 Clus>188 Clus>220 3
4.39227 Clus>188 Clus>272 3
4.31433 Clus>188 Clus>351 1
4.07002 Clus>188 Clus>402 4
4.19387 Clus>188 Clus>680 4
4.42442 Clus>189 Clus>768 0
4.06378 Clus>190 Clus>223 0
4.23292 Clus>190 Clus>314 0
4.06820 Clus>190 Clus>329 0
4.00880 Clus>190 Clus>386 0
4.21739 Clus>190 Clus>389 0
4.26450 Clus>190 Clus>618 0
6.50040 Clus>190 Clus>620 0
4.00630 Clus>190 Clus>653 0
5.83170 Clus>190 Clus>720 0
4.73165 Clus>190 Clus>752 0
6.09545 Clus>190 Clus>756 0
4.18975 Clus>190 Clus>775 0
4.52695 Clus>190 Clus>777 0
5.39455 Clus>191 Clus>664 3
4.69833 Clus>191 Clus>670 0
4.27710 Clus>192 Clus>421 0
4.20883 Clus>192 Clus>766 0
5.78333 Clus>193 Clus>324 3
5.59401 Clus>193 Clus>671 4
5.34395 Clus>194 Clus>250 3
6.71877 Clus>194 Clus>426 3
5.48190 Clus>194 Clus>701 3
4.25545 Clus>194 Clus>708 0
5.11415 Clus>195 Clus>216 0
4.74218 Clus>195 Clus>370 0
5.06957 Clus>195 Clus>377 0
5.14050 Clus>195 Clus>384 0
5.55475 Clus>195 Clus>398 0
4.65240 Clus>195 Clus>661 0
4.28730 Clus>195 Clus>676 0
4.32215 Clus>196 Clus>706 0
4.33900 Clus>196 Clus>776 0
4.28608 Clus>197 Clus>632 0
4.06309 Clus>198 Clus>301 1
4.34422 Clus>198 Clus>384 0
4.42768 Clus>198 Clus>401 1
4.20920 Clus>199 Clus>223 0
4.63970 Clus>199 Clus>263 4
5.98607 Clus>199 Clus>271 2
4.30625 Clus>199 Clus>338 4
4.28597 Clus>199 Clus>386 4
5.37478 Clus>199 Clus>389 0
4.63622 Clus>199 Clus>417 4
4.46150 Clus>199 Clus>720 0
4.09802 Clus>201 Clus>743 0
4.29873 Clus>202 Clus>651 4
4.08254 Clus>203 Clus>218 4
4.28515 Clus>203 Clus>222 0
4.05958 Clus>203 Clus>266 0
5.24386 Clus>203 Clus>303 4
4.39510 Clus>203 Clus>309 4
5.97565 Clus>203 Clus>314 4
5.36253 Clus>203 Clus>338 4
4.37894 Clus>203 Clus>394 4
6.37523 Clus>203 Clus>608 4
4.97047 Clus>203 Clus>620 0
4.98439 Clus>204 Clus>250 3
4.92533 Clus>204 Clus>426 3
5.16196 Clus>204 Clus>683 0
5.10990 Clus>204 Clus>701 3
4.57750 Clus>205 Clus>321 1
5.71421 Clus>206 Clus>352 2
5.72873 Clus>206 Clus>363 4
5.09720 Clus>207 Clus>384 0
4.33017 Clus>207 Clus>656 0
4.82967 Clus>209 Clus>272 0
4.33295 Clus>209 Clus>420 0
4.90835 Clus>209 Clus>644 0
4.56130 Clus>209 Clus>669 0
4.04850 Clus>209 Clus>692 0
5.17135 Clus>209 Clus>746 0
4.11420 Clus>210 Clus>215 0
6.71453 Clus>210 Clus>334 4
4.44815 Clus>210 Clus>661 0
5.88305 Clus>210 Clus>686 4
4.33822 Clus>211 Clus>260 4
4.37822 Clus>211 Clus>276 0
5.13459 Clus>211 Clus>287 0
4.13473 Clus>211 Clus>307 0
4.32137 Clus>211 Clus>315 0
4.32414 Clus>211 Clus>336 4
4.19234 Clus>211 Clus>347 0
4.36850 Clus>211 Clus>361 0
4.77574 Clus>211 Clus>392 0
5.99223 Clus>211 Clus>395 4
4.44537 Clus>211 Clus>610 0
5.30321 Clus>211 Clus>643 0
4.07576 Clus>211 Clus>645 0
4.62691 Clus>211 Clus>647 0
4.33994 Clus>211 Clus>696 0
4.56026 Clus>211 Clus>712 4
4.94275 Clus>211 Clus>713 3
4.50456 Clus>211 Clus>721 0
4.51440 Clus>211 Clus>775 0
4.26983 Clus>212 Clus>246 0
4.04416 Clus>212 Clus>766 0
4.48931 Clus>213 Clus>232 0
4.01937 Clus>213 Clus>234 0
4.11490 Clus>213 Clus>276 0
4.07615 Clus>213 Clus>290 0
4.43337 Clus>213 Clus>335 0
4.06628 Clus>213 Clus>366 0
5.72406 Clus>213 Clus>400 4
4.98368 Clus>213 Clus>421 0
4.25010 Clus>213 Clus>422 0
4.85850 Clus>213 Clus>607 0
4.05345 Clus>213 Clus>665 0
6.45585 Clus>213 Clus>700 0
5.62340 Clus>213 Clus>703 0
4.09570 Clus>213 Clus>710 0
4.00395 Clus>213 Clus>752 0
5.18490 Clus>213 Clus>760 0
6.48886 Clus>214 Clus>232 1
5.42050 Clus>214 Clus>269 4
5.99860 Clus>214 Clus>297 4
6.75010 Clus>214 Clus>325 4
6.61743 Clus>214 Clus>335 1
4.09760 Clus>214 Clus>379 0
4.46426 Clus>214 Clus>391 4
4.43936 Clus>214 Clus>397 0
4.35193 Clus>214 Clus>399 4
5.34174 Clus>214 Clus>400 4
4.25923 Clus>214 Clus>410 4
4.52825 Clus>214 Clus>421 0
4.91130 Clus>214 Clus>422 0
6.53850 Clus>214 Clus>438 4
4.59177 Clus>214 Clus>720 0
5.96146 Clus>214 Clus>756 4
5.04437 Clus>214 Clus>758 4
5.45606 Clus>214 Clus>760 0
4.05345 Clus>214 Clus>777 0
4.30554 Clus>215 Clus>216 0
4.48786 Clus>215 Clus>384 0
4.03043 Clus>215 Clus>657 0
4.08675 Clus>215 Clus>661 0
4.33908 Clus>215 Clus>672 0
4.69767 Clus>216 Clus>237 4
5.10678 Clus>216 Clus>259 4
4.64125 Clus>216 Clus>377 4
5.21692 Clus>216 Clus>378 4
4.59958 Clus>216 Clus>433 4
5.93935 Clus>216 Clus>657 0
4.36494 Clus>216 Clus>660 0
4.52461 Clus>216 Clus>677 4
6.25515 Clus>217 Clus>481 3
4.52612 Clus>218 Clus>234 0
5.07295 Clus>218 Clus>263 4
5.26791 Clus>218 Clus>271 3
6.13606 Clus>218 Clus>303 3
5.42746 Clus>218 Clus>314 4
4.11438 Clus>218 Clus>320 0
5.35052 Clus>218 Clus>386 1
5.19447 Clus>218 Clus>394 1
5.41423 Clus>218 Clus>405 4
4.95181 Clus>218 Clus>417 4
4.40260 Clus>218 Clus>606 3
5.21443 Clus>218 Clus>617 0
4.54222 Clus>218 Clus>620 0
4.98933 Clus>218 Clus>653 0
4.04577 Clus>219 Clus>395 0
4.43950 Clus>219 Clus>427 0
5.03910 Clus>219 Clus>609 0
4.01212 Clus>220 Clus>272 3
6.02772 Clus>220 Clus>328 3
5.34807 Clus>220 Clus>402 4
4.36693 Clus>220 Clus>635 0
4.14397 Clus>220 Clus>645 0
5.05267 Clus>220 Clus>680 4
4.14829 Clus>222 Clus>312 0
5.47638 Clus>222 Clus>315 4
4.28317 Clus>222 Clus>336 0
6.31536 Clus>222 Clus>359 3
4.90499 Clus>222 Clus>395 0
4.56771 Clus>222 Clus>412 0
5.07031 Clus>222 Clus>427 0
4.27761 Clus>222 Clus>440 0
4.35000 Clus>222 Clus>610 0
4.56938 Clus>222 Clus>614 0
4.43784 Clus>222 Clus>618 0
4.74998 Clus>222 Clus>643 0
6.17916 Clus>222 Clus>644 0
6.28598 Clus>222 Clus>647 0
4.49520 Clus>222 Clus>737 0
4.05662 Clus>222 Clus>749 0
4.11744 Clus>222 Clus>776 0
4.01799 Clus>223 Clus>240 0
5.14137 Clus>223 Clus>347 0
4.71158 Clus>223 Clus>360 0
5.16990 Clus>223 Clus>373 0
4.17381 Clus>223 Clus>395 0
4.53575 Clus>223 Clus>528 0
4.27305 Clus>223 Clus>618 0
4.17815 Clus>223 Clus>624 0
4.26600 Clus>223 Clus>628 0
4.94580 Clus>223 Clus>635 0
4.78995 Clus>223 Clus>642 0
4.71105 Clus>223 Clus>654 0
4.42565 Clus>223 Clus>721 0
4.12290 Clus>223 Clus>746 0
4.36940 Clus>223 Clus>766 0
5.05300 Clus>223 Clus>768 0
4.16515 Clus>223 Clus>775 0
4.23700 Clus>224 Clus>262 4
4.31610 Clus>224 Clus>452 1
4.02470 Clus>224 Clus>457 4
5.01795 Clus>225 Clus>421 0
4.65725 Clus>225 Clus>572 0
4.68645 Clus>225 Clus>665 0
4.48355 Clus>225 Clus>764 0
4.07351 Clus>226 Clus>347 0
4.15627 Clus>226 Clus>392 0
4.14170 Clus>226 Clus>395 0
4.62950 Clus>226 Clus>612 0
5.00073 Clus>226 Clus>686 0
4.14525 Clus>227 Clus>607 0
4.15196 Clus>228 Clus>307 4
5.12840 Clus>228 Clus>308 4
4.75471 Clus>228 Clus>319 4
6.21871 Clus>228 Clus>347 0
4.25558 Clus>228 Clus>361 0
4.11731 Clus>228 Clus>392 0
6.50174 Clus>228 Clus>413 4
5.64679 Clus>228 Clus>618 0
6.54438 Clus>228 Clus>629 2
4.39408 Clus>228 Clus>643 0
4.25831 Clus>228 Clus>647 0
4.94081 Clus>228 Clus>740 0
4.64987 Clus>229 Clus>592 3
4.01465 Clus>231 Clus>778 1
5.96871 Clus>232 Clus>269 4
4.56950 Clus>232 Clus>290 0
6.04811 Clus>232 Clus>297 4
4.00400 Clus>232 Clus>305 4
5.21086 Clus>232 Clus>325 4
5.75021 Clus>232 Clus>335 4
4.09044 Clus>232 Clus>382 0
4.84523 Clus>232 Clus>391 4
4.69030 Clus>232 Clus>397 0
5.16553 Clus>232 Clus>400 4
4.76230 Clus>232 Clus>410 4
4.84944 Clus>232 Clus>421 0
4.12464 Clus>232 Clus>438 4
4.62370 Clus>232 Clus>697 0
4.19793 Clus>232 Clus>700 0
5.02919 Clus>232 Clus>756 4
4.50693 Clus>234 Clus>263 0
4.23873 Clus>234 Clus>335 0
4.66187 Clus>234 Clus>389 0
4.09978 Clus>234 Clus>417 0
4.04680 Clus>234 Clus>612 0
5.61523 Clus>234 Clus>617 0
4.36170 Clus>234 Clus>618 0
4.09953 Clus>234 Clus>746 0
4.29382 Clus>235 Clus>339 3
4.76961 Clus>235 Clus>357 3
6.76700 Clus>235 Clus>385 3
5.04555 Clus>235 Clus>416 3
4.13600 Clus>236 Clus>540 4
4.60325 Clus>236 Clus>553 4
4.13533 Clus>237 Clus>245 4
4.02843 Clus>237 Clus>342 4
6.06660 Clus>237 Clus>378 4
4.23333 Clus>237 Clus>668 4
4.45783 Clus>237 Clus>680 0
4.11837 Clus>237 Clus>683 0
4.08350 Clus>237 Clus>685 0
4.05957 Clus>238 Clus>258 3
4.84020 Clus>238 Clus>322 3
5.10414 Clus>238 Clus>355 3
4.77653 Clus>238 Clus>541 3
5.70710 Clus>238 Clus>559 3
6.44460 Clus>238 Clus>560 3
4.13620 Clus>238 Clus>764 0
4.32329 Clus>240 Clus>287 0
4.13487 Clus>240 Clus>336 0
5.39116 Clus>240 Clus>361 2
4.88556 Clus>240 Clus>528 0
5.38736 Clus>240 Clus>628 2
4.17343 Clus>240 Clus>696 0
4.69376 Clus>240 Clus>721 0
4.36237 Clus>240 Clus>752 0
4.00329 Clus>240 Clus>775 0
4.60090 Clus>242 Clus>461 0
4.18769 Clus>244 Clus>414 4
5.42383 Clus>244 Clus>511 4
4.21150 Clus>244 Clus>514 4
4.51677 Clus>245 Clus>284 0
4.01786 Clus>245 Clus>289 0
4.44518 Clus>245 Clus>313 0
6.00380 Clus>245 Clus>342 4
4.61379 Clus>245 Clus>378 4
5.84294 Clus>245 Clus>392 4
4.16803 Clus>245 Clus>610 0
4.03350 Clus>245 Clus>671 0
5.33807 Clus>245 Clus>684 0
5.59786 Clus>245 Clus>685 0
5.45070 Clus>246 Clus>363 4
4.38005 Clus>246 Clus>373 1
4.19933 Clus>246 Clus>707 0
4.94977 Clus>246 Clus>766 0
6.19627 Clus>247 Clus>302 3
4.33170 Clus>248 Clus>482 0
4.12325 Clus>248 Clus>483 0
5.15625 Clus>248 Clus>536 3
6.49575 Clus>249 Clus>514 4
5.16020 Clus>250 Clus>426 3
5.30085 Clus>250 Clus>683 0
5.63157 Clus>250 Clus>701 3
4.34168 Clus>251 Clus>303 4
4.50483 Clus>251 Clus>394 4
5.92065 Clus>251 Clus>606 4
4.34420 Clus>252 Clus>679 4
4.22985 Clus>252 Clus>743 0
5.13271 Clus>255 Clus>380 0
4.59622 Clus>255 Clus>392 0
4.03387 Clus>255 Clus>399 0
4.24382 Clus>255 Clus>412 0
4.37151 Clus>255 Clus>424 0
4.83171 Clus>255 Clus>440 0
4.01925 Clus>255 Clus>607 0
4.25233 Clus>256 Clus>297 0
6.62173 Clus>256 Clus>379 4
4.29877 Clus>256 Clus>400 0
4.34770 Clus>256 Clus>607 0
4.22625 Clus>257 Clus>427 0
4.37142 Clus>258 Clus>266 0
5.16522 Clus>258 Clus>276 0
6.05158 Clus>258 Clus>295 0
5.92094 Clus>258 Clus>318 3
5.01381 Clus>258 Clus>322 3
4.97255 Clus>258 Clus>355 3
4.70220 Clus>258 Clus>541 3
4.10165 Clus>258 Clus>544 2
4.80005 Clus>258 Clus>560 3
4.39365 Clus>258 Clus>764 0
4.07735 Clus>259 Clus>333 4
4.48949 Clus>259 Clus>377 2
4.96201 Clus>259 Clus>657 0
6.16515 Clus>260 Clus>336 3
4.77021 Clus>260 Clus>395 4
4.40610 Clus>260 Clus>610 0
4.09305 Clus>262 Clus>670 0
4.08913 Clus>263 Clus>271 4
4.95537 Clus>263 Clus>386 4
5.19064 Clus>263 Clus>389 0
4.75096 Clus>263 Clus>417 4
4.26296 Clus>263 Clus>617 0
4.75973 Clus>263 Clus>620 0
4.43461 Clus>263 Clus>720 0
4.14255 Clus>264 Clus>266 0
5.34082 Clus>264 Clus>309 0
4.26519 Clus>264 Clus>315 0
4.23560 Clus>264 Clus>347 0
4.25693 Clus>264 Clus>380 0
5.54071 Clus>264 Clus>412 0
4.25183 Clus>264 Clus>427 0
5.89300 Clus>264 Clus>698 0
4.86303 Clus>264 Clus>752 0
4.36838 Clus>265 Clus>290 0
4.14397 Clus>265 Clus>395 0
4.58252 Clus>265 Clus>399 0
4.63380 Clus>265 Clus>607 4
4.23853 Clus>265 Clus>618 0
4.42307 Clus>265 Clus>691 0
4.85363 Clus>265 Clus>701 0
4.91057 Clus>265 Clus>703 0
4.06720 Clus>265 Clus>706 0
4.63137 Clus>265 Clus>729 0
4.19737 Clus>265 Clus>746 0
4.73623 Clus>265 Clus>748 0
5.49197 Clus>265 Clus>764 0
4.44207 Clus>266 Clus>276 0
4.05673 Clus>266 Clus>280 0
4.58428 Clus>266 Clus>309 0
5.14845 Clus>266 Clus>608 0
4.69935 Clus>266 Clus>764 0
4.77060 Clus>267 Clus>376 3
4.56115 Clus>267 Clus>515 3
5.75530 Clus>267 Clus>518 3
4.80078 Clus>269 Clus>276 0
4.29096 Clus>269 Clus>325 1
5.97388 Clus>269 Clus>335 4
4.14830 Clus>269 Clus>382 0
4.66904 Clus>269 Clus>400 4
5.42984 Clus>269 Clus>410 4
4.46490 Clus>269 Clus>421 0
4.76876 Clus>269 Clus>422 0
4.34875 Clus>269 Clus>607 0
5.12297 Clus>269 Clus>623 0
4.86700 Clus>269 Clus>697 0
4.55543 Clus>269 Clus>700 0
4.36987 Clus>269 Clus>746 0
5.45228 Clus>269 Clus>758 4
4.81775 Clus>269 Clus>759 4
4.69335 Clus>269 Clus>777 0
5.25240 Clus>270 Clus>663 3
5.28207 Clus>270 Clus>666 3
4.70486 Clus>270 Clus>667 3
5.07049 Clus>270 Clus>668 1
4.29440 Clus>271 Clus>386 1
4.14229 Clus>271 Clus>405 4
6.27475 Clus>271 Clus>608 4
4.48427 Clus>271 Clus>617 0
4.04805 Clus>271 Clus>653 0
4.61350 Clus>271 Clus>655 0
4.18362 Clus>272 Clus>328 3
5.02925 Clus>272 Clus>680 4
4.60318 Clus>274 Clus>725 3
4.04187 Clus>275 Clus>326 4
4.15080 Clus>275 Clus>503 0
4.64939 Clus>276 Clus>279 0
5.41108 Clus>276 Clus>290 0
4.40785 Clus>276 Clus>312 0
4.23397 Clus>276 Clus>315 0
4.06690 Clus>276 Clus>335 0
4.56537 Clus>276 Clus>359 0
4.01895 Clus>276 Clus>361 0
4.15762 Clus>276 Clus>388 0
5.18551 Clus>276 Clus>395 0
4.53016 Clus>276 Clus>399 0
6.60598 Clus>276 Clus>422 4
4.68811 Clus>276 Clus>440 4
4.46813 Clus>276 Clus>607 0
4.75450 Clus>276 Clus>618 0
4.97440 Clus>276 Clus>643 0
4.71283 Clus>276 Clus>691 0
5.13747 Clus>276 Clus>703 0
5.07853 Clus>276 Clus>710 0
4.35993 Clus>276 Clus>712 0
4.84533 Clus>276 Clus>746 0
5.39385 Clus>277 Clus>507 3
5.53884 Clus>277 Clus>508 3
5.73486 Clus>278 Clus>439 3
5.18691 Clus>279 Clus>287 0
4.23932 Clus>279 Clus>746 0
4.71261 Clus>280 Clus>303 1
4.69248 Clus>280 Clus>320 0
5.55726 Clus>280 Clus>366 0
5.27340 Clus>282 Clus>571 1
4.19993 Clus>284 Clus>362 0
4.71547 Clus>284 Clus>672 0
4.09840 Clus>285 Clus>762 0
4.17190 Clus>287 Clus>307 0
4.28388 Clus>287 Clus>336 0
4.39240 Clus>287 Clus>347 0
5.44943 Clus>287 Clus>361 0
4.22008 Clus>287 Clus>383 0
5.67763 Clus>287 Clus>392 4
4.44777 Clus>287 Clus>395 0
4.69640 Clus>287 Clus>402 4
4.07317 Clus>287 Clus>413 0
4.01160 Clus>287 Clus>607 0
4.56545 Clus>287 Clus>610 0
4.53300 Clus>287 Clus>643 0
4.08550 Clus>287 Clus>644 0
4.62060 Clus>287 Clus>709 0
5.35760 Clus>287 Clus>713 0
6.31195 Clus>287 Clus>721 0
6.28390 Clus>287 Clus>746 0
4.67905 Clus>287 Clus>751 0
4.71195 Clus>287 Clus>752 0
4.40905 Clus>287 Clus>766 0
4.60785 Clus>287 Clus>774 0
4.14010 Clus>288 Clus>758 0
6.53165 Clus>288 Clus>760 0
5.77250 Clus>289 Clus>378 0
4.51910 Clus>289 Clus>680 0
4.02410 Clus>289 Clus>682 0
5.57410 Clus>289 Clus>683 0
5.41785 Clus>289 Clus>684 0
4.33285 Clus>290 Clus>297 0
5.39463 Clus>290 Clus>335 0
5.17355 Clus>290 Clus>397 0
6.76905 Clus>290 Clus>703 3
5.24400 Clus>290 Clus>720 0
4.71800 Clus>290 Clus>757 0
4.78565 Clus>290 Clus>760 0
4.08877 Clus>291 Clus>407 4
5.73760 Clus>291 Clus>552 1
4.20935 Clus>291 Clus>556 4
4.66315 Clus>291 Clus>557 4
4.31400 Clus>292 Clus>555 0
4.65670 Clus>292 Clus>605 0
5.95781 Clus>293 Clus>362 4
5.76334 Clus>293 Clus>672 0
4.01343 Clus>293 Clus>764 0
5.35808 Clus>295 Clus>371 0
5.13745 Clus>295 Clus>399 4
4.54025 Clus>295 Clus>703 0
5.14696 Clus>297 Clus>335 4
5.18205 Clus>297 Clus>397 0
4.81917 Clus>297 Clus>438 4
4.05805 Clus>297 Clus>617 0
4.17940 Clus>297 Clus>649 0
4.22975 Clus>297 Clus>653 0
6.37055 Clus>297 Clus>756 4
5.72615 Clus>297 Clus>758 4
4.93845 Clus>297 Clus>759 4
6.61995 Clus>297 Clus>760 0
5.05255 Clus>297 Clus>777 0
6.30410 Clus>298 Clus>310 3
4.00306 Clus>298 Clus>365 4
5.07783 Clus>298 Clus>637 3
4.38623 Clus>298 Clus>638 4
4.04490 Clus>299 Clus>618 0
4.79917 Clus>300 Clus>672 0
4.83109 Clus>301 Clus>337 1
4.78207 Clus>301 Clus>358 1
4.02527 Clus>301 Clus>398 1
6.00654 Clus>301 Clus>401 1
4.12340 Clus>301 Clus>411 1
5.27642 Clus>301 Clus>674 1
4.84035 Clus>301 Clus>776 0
5.57814 Clus>303 Clus>314 4
4.69361 Clus>303 Clus>320 0
6.44475 Clus>303 Clus>338 1
5.42620 Clus>303 Clus>386 1
5.51569 Clus>303 Clus>394 1
4.21357 Clus>303 Clus>405 4
4.60378 Clus>303 Clus>606 3
4.72069 Clus>303 Clus>608 4
5.13650 Clus>303 Clus>617 0
6.50772 Clus>304 Clus>539 3
4.08167 Clus>305 Clus>399 4
4.24725 Clus>306 Clus>767 0
5.17656 Clus>307 Clus>308 4
4.24697 Clus>307 Clus>336 0
5.65098 Clus>307 Clus>361 4
4.74055 Clus>307 Clus>395 0
6.05318 Clus>307 Clus>413 3
4.49957 Clus>307 Clus>618 0
4.52030 Clus>307 Clus>628 4
4.70247 Clus>307 Clus>629 4
4.36493 Clus>307 Clus>643 0
4.78163 Clus>307 Clus>712 0
4.45660 Clus>307 Clus>721 0
4.30407 Clus>308 Clus>319 4
4.01530 Clus>308 Clus>361 4
6.07404 Clus>308 Clus>413 4
4.26656 Clus>308 Clus>618 0
4.40984 Clus>308 Clus>629 4
6.31948 Clus>308 Clus>631 3
4.28611 Clus>308 Clus>649 0
4.77679 Clus>308 Clus>760 0
4.49633 Clus>309 Clus>405 4
4.80037 Clus>309 Clus>698 0
4.11859 Clus>310 Clus>365 4
5.69027 Clus>310 Clus>636 3
5.14150 Clus>310 Clus>637 3
4.99150 Clus>310 Clus>638 4
4.00100 Clus>310 Clus>698 0
4.38297 Clus>311 Clus>407 3
4.09333 Clus>311 Clus>441 3
6.11330 Clus>311 Clus>540 3
4.82905 Clus>311 Clus>552 4
4.37190 Clus>311 Clus>556 4
4.00167 Clus>312 Clus>336 0
5.47330 Clus>312 Clus>395 3
4.74241 Clus>312 Clus>412 0
4.84320 Clus>312 Clus>643 0
4.31255 Clus>312 Clus>691 0
4.29370 Clus>312 Clus>712 0
4.14335 Clus>312 Clus>713 0
4.41145 Clus>313 Clus>392 0
4.99337 Clus>314 Clus>338 4
4.18920 Clus>314 Clus>386 4
6.35045 Clus>314 Clus>620 0
4.15989 Clus>315 Clus>336 0
6.31557 Clus>315 Clus>359 4
4.54866 Clus>315 Clus>388 3
5.54313 Clus>315 Clus>395 0
5.10104 Clus>315 Clus>412 0
5.10331 Clus>315 Clus>427 0
4.33964 Clus>315 Clus>440 0
4.76006 Clus>315 Clus>610 0
4.08730 Clus>315 Clus>618 0
4.15390 Clus>315 Clus>643 0
4.87186 Clus>315 Clus>644 0
4.57586 Clus>315 Clus>647 0
4.69426 Clus>315 Clus>737 0
4.23758 Clus>316 Clus>380 0
4.78349 Clus>316 Clus>399 0
5.93343 Clus>316 Clus>424 3
5.02020 Clus>316 Clus>607 0
4.13720 Clus>317 Clus>318 3
4.72737 Clus>317 Clus>441 4
4.25420 Clus>317 Clus>552 4
4.60373 Clus>317 Clus>554 2
4.62900 Clus>317 Clus>556 2
6.53467 Clus>318 Clus>322 3
4.38919 Clus>318 Clus>355 3
4.09085 Clus>318 Clus>541 3
4.38273 Clus>318 Clus>556 2
4.69710 Clus>319 Clus>760 0
5.86834 Clus>320 Clus>366 4
4.26180 Clus>320 Clus>617 0
4.05720 Clus>320 Clus>619 0
4.05040 Clus>321 Clus>712 0
6.15938 Clus>322 Clus>355 3
6.48623 Clus>322 Clus>541 3
4.59839 Clus>322 Clus>543 3
4.61247 Clus>322 Clus>548 3
4.65504 Clus>322 Clus>559 3
4.98375 Clus>323 Clus>369 1
4.46025 Clus>323 Clus>387 0
5.54973 Clus>324 Clus>671 4
5.99931 Clus>325 Clus>335 4
5.04468 Clus>325 Clus>400 4
4.20012 Clus>325 Clus>422 0
4.05310 Clus>325 Clus>649 0
5.11297 Clus>325 Clus>757 4
4.12887 Clus>325 Clus>758 4
4.19640 Clus>325 Clus>760 0
5.36493 Clus>327 Clus>538 3
4.31520 Clus>328 Clus>351 4
5.34790 Clus>328 Clus>680 4
4.44250 Clus>329 Clus>671 4
4.01380 Clus>329 Clus>673 0
4.31363 Clus>329 Clus>774 3
6.50180 Clus>329 Clus>775 3
4.40440 Clus>330 Clus>629 0
4.36433 Clus>332 Clus>576 4
5.71980 Clus>332 Clus>579 3
4.79383 Clus>332 Clus>605 0
4.28331 Clus>333 Clus>342 4
6.15050 Clus>333 Clus>362 3
4.52693 Clus>333 Clus>370 4
4.34430 Clus>333 Clus>378 4
4.30065 Clus>334 Clus>688 0
5.59646 Clus>335 Clus>397 0
5.40510 Clus>335 Clus>399 2
5.27668 Clus>335 Clus>400 4
4.33771 Clus>335 Clus>410 4
4.20381 Clus>335 Clus>421 0
4.17840 Clus>335 Clus>422 0
4.68567 Clus>335 Clus>438 4
4.79549 Clus>335 Clus>607 0
5.00317 Clus>335 Clus>756 4
5.47253 Clus>335 Clus>758 4
4.60956 Clus>335 Clus>760 0
5.37722 Clus>335 Clus>777 0
4.25250 Clus>336 Clus>388 0
4.10225 Clus>336 Clus>392 0
