###############################################
## SELF-CONSISTENT PROTEIN DOMAIN ##
## CLASSIFICATION OF STRUCTURES ##
## For Step 2111 at similarity 6.78 ##
############################################### 
## REPRESENTANTS LIST ##
###############################################
# More details at: 
# Pascual-García A, Abia D, Ortiz ÁR, Bastolla U, 2009
# Cross-Over between Discrete and Continuous Protein Structure Space: Insights into Automatic Classification and Networks of Protein Structures
# PLoS Comput Biol 5(3): e1000331. doi:10.1371/journal.pcbi.1000331
###############################################
# ***** Set Features:	 #
# * Alignment: Mammoth Multiple.	 #
# * Similarity Score: Contact Overlap 6 #
# * Score Length Normalization: Gaussian #
# * Clustering: Average Linkage	 # 
# * Set: SCOP-CATH Consensus (2890 domains) #
# ***** #
############################################### 
#
#
# Representative codes for each cluster (One domain corresponding to the most representative group of domains sharing the same codes)
#
#ClustId SCOPid CATHid SCOPfold CATHfold SCOPspf CATHspf SCOPfam CATHfam #elements 
Clus>312 2pil__ 2hi2A00 54522 54523 54524 330700 33070010 330700103 2
Clus>313 1aop_4 1aop003 56013 56014 56015 330413 33041310 330413102 2
Clus>314 1mnna_ 1mnnA00 49379 49417 81992 26040 260401390 2604013901 2
Clus>315 1swua_ 2f01B00 50875 50876 50877 240128 24012830 240128301 5
Clus>316 1m5xa_ 2fldA00 55603 55608 55609 31028 3102810 31028106 3
Clus>317 1ixca1 1ixcA01 46688 46785 88979 11010 1101010 110101018 3
Clus>318 1opc__ 1opc000 46688 46894 46895 11010 1101010 110101051 6
Clus>319 1g3sa3 1bi1003 50036 50037 50041 23030 2303090 23030902 2
Clus>320 1phm_2 1f35A00 88632 49742 49746 260120 260120390 2601203901 4
Clus>321 1prtb2 1bcpB01 56435 56436 56467 31040 3104010 31040102 2
Clus>322 1hw1a1 1hw1A01 46688 46785 46804 11010 1101010 11010105 20
Clus>323 1o3xa_ 1o3xA00 46965 89009 89010 12058 12058160 120581601 3
Clus>324 1nhya2 1nhyA01 52832 52833 52862 34030 3403010 340301060 9
Clus>325 1qd1a1 1nm2A01 54861 55116 55117 33070 33070250 330702502 3
Clus>326 1o9ra_ 1o9rD00 47239 47240 47241 1201260 120126010 1201260102 13
Clus>327 2scpa_ 2scpA00 47472 47473 47502 110238 11023810 1102381043 3
Clus>328 1vrta1 1rthA05 53066 53098 53099 330420 33042010 3304201015 2
Clus>329 1nvmb2 1nvmB02 55346 55347 55348 330360 33036010 330360103 3
Clus>330 1fmta1 1ewnA00 50485 50486 50487 310300 31030010 310300101 2
Clus>331 1nlxa_ 1nlxA00 47161 81736 81737 120120 120120320 1201203202 2
Clus>332 1oxja1 1oxjA01 47768 47769 47773 110150 11015050 110150505 3
Clus>333 1n2sa_ 1kbzA01 51734 51735 51751 34050 34050720 3405072070 59
Clus>334 1de4c2 1de4C02 52008 52025 52026 35030 3503030 35030302 2
Clus>335 1ffgb_ 1eayD00 54861 55052 55053 33070 33070400 330704001 16
Clus>336 1lnia_ 1lniA00 53932 53933 81307 310450 31045030 310450302 2
Clus>337 1d02a_ 1d02B00 52979 52980 53002 340580 34058010 340580102 2
Clus>338 1lla_3 1lla002 48725 81296 81283 26040 260401520 2604015201 2
Clus>339 1ycc__ 1ycc000 46625 46626 46627 110760 11076010 110760103 6
Clus>340 1g73a_ 1g73A00 46965 46984 46985 12058 1205870 12058702 3
Clus>341 1lfb__ 1lfb000 46688 46689 46690 11010 1101060 110106033 5
Clus>342 1oi7a2 2c42A02 52171 52210 52211 34050 34050920 340509204 13
Clus>343 1ny1a_ 1qwnA01 51988 88713 89559 320110 32011010 320110101 2
Clus>344 1ikpa2 1ikpA03 56398 56399 56400 390175 39017510 390175101 3
Clus>345 1ko7a1 1ko7A01 63417 75138 75139 3401390 340139020 3401390201 3
Clus>346 1ipaa2 1ipaA01 55297 55315 75480 3301330 330133030 3301330305 3
Clus>347 1ytfd2 1nh2D02 50783 50784 50785 23018 2301810 23018101 2
Clus>348 1heka_ 1hekA00 47835 47836 69051 110150 11015090 110150902 2
Clus>349 1l1da_ 1l1dB00 51315 51316 75041 2170150 217015020 2170150201 2
Clus>350 1e79d1 2ck3A03 47916 47917 47918 120150 12015020 120150201 2
Clus>351 1dt9a1 1dt9A02 53066 53137 53143 330420 33042060 330420601 2
Clus>352 1qf6a2 1qf6A01 54235 81271 81270 31020 3102030 310203018 2
Clus>353 1ufya_ 1ufyA00 55297 55298 55304 3301330 330133040 3301330401 3
Clus>354 1iq0a1 1iq0A03 47322 47323 47324 110730 11073010 110730107 4
Clus>355 1i5za1 2bgcH02 46688 46785 46796 11010 1101010 110101047 3
Clus>356 1qb2a_ 1qb2A00 47445 47446 47447 110260 11026030 110260302 2
Clus>357 1e29a_ 1e29A00 46625 46626 46627 110760 11076010 110760106 2
Clus>358 1kc6a_ 2gigB00 52979 52980 69525 340600 34060010 340600102 3
Clus>359 1qfta_ 2djfA00 50813 50814 50815 240128 24012880 240128801 16
Clus>360 1h3fa2 1h3fA03 55173 55174 75465 310290 31029010 310290103 2
Clus>361 1knaa_ 1q3lA00 50036 54160 54165 24050 2405040 240504016 2
Clus>362 1pqwa_ 1duvG01 51734 51735 51736 34050 340501370 3405013702 20
Clus>363 1mg4a_ 1mfwA00 54235 89837 89838 31020 31020230 310202301 10
Clus>364 1kssa3 1y0pA03 56424 56425 56426 390700 39070010 390700101 2
Clus>365 1gpr__ 1e2wA02 51229 51261 51262 24050 24050100 240501006 3
Clus>366 1sfp__ 1sfp000 49853 49854 49855 260120 260120290 2601202902 5
Clus>367 1fxka_ 1nkd000 46556 46579 46580 110287 110287230 1102872301 3
Clus>368 1h99a2 1h99A02 63519 63520 63521 1101790 110179010 1101790102 2
Clus>369 1lvfa_ 2e2aA00 47654 47661 47662 12058 1205880 12058801 2
Clus>370 1tuba1 1dkuA02 52489 52490 52491 34050 340502020 34050202011 2
Clus>371 1vhh__ 1vhh000 55165 55166 55170 3301380 330138010 3301380103 2
Clus>372 1nxza1 1iq8A04 88696 88697 89451 230130 23013010 230130102 2
Clus>373 1hz6a_ 1hz6B00 54235 54358 54359 31020 3102010 31020102 2
Clus>374 1gmua1 1gmuA02 69286 69287 69288 260260 26026020 260260201 2
Clus>375 2cpga_ 2cpgB00 47597 47598 47604 1101220 110122010 1101220102 2
Clus>376 1scfa_ 1exzB00 47265 47266 47286 1201250 120125010 1201250108 6
Clus>377 1mjha_ 1o4wA00 52373 52402 52436 34050 340501010 3405010103 4
Clus>378 1jf8a_ 1jflA01 52787 52788 52789 34050 340501860 3405018601 2
Clus>379 1jjcb2 1b7yB04 46954 46955 46956 33056 3305620 33056201 2
Clus>380 1ht6a1 1ht6A02 51010 51011 51012 26040 260401180 26040118014 3
Clus>381 1nj1a2 1nj1A03 55199 64586 64587 330110 33011030 330110302 4
Clus>382 1josa_ 1josA00 54805 89919 89920 330300 33030020 330300201 2
Clus>383 1i50h_ 1twfH00 50198 50249 50321 24050 24050140 2405014043 2
Clus>384 1h4xa_ 1aua001 52086 52091 52092 340525 34052510 340525101 2
Clus>385 1kv9a1 1kv9A02 46625 46626 68952 110760 11076010 1107601016 3
Clus>386 1n9pa_ 1n9pA00 48725 81296 81966 26040 260401400 2604014001 2
Clus>387 1ivsa1 1gaxA05 46556 46589 81635 110287 110287380 1102873801 2
Clus>388 1pcfa_ 1pcfA00 54446 54447 54448 23031 2303110 23031101 2
Clus>389 1ca1_2 1ca1002 49722 49723 49738 26060 2606020 26060202 4
Clus>390 1qsda_ 1qsdA00 46965 46988 46989 12058 1205890 12058903 3
Clus>391 3eipa_ 3eipA00 54533 54552 54553 31050 3105020 31050201 2
Clus>392 1crza2 2ivzD01 52953 52964 52965 34050 3405010070 34050100701 2
Clus>393 1jr3d1 1jr3D02 48018 48019 48020 120272 12027220 120272201 4
Clus>394 1svb_1 1svb004 48725 81296 81284 26040 26040350 260403502 3
Clus>395 1ugia_ 1ugiD00 54402 54441 54442 310450 31045020 310450201 4
Clus>396 1r69__ 1r69000 47412 47413 47419 110260 11026040 110260404 2
Clus>397 1mbxc_ 1mbxD00 54735 54736 82641 3301390 330139010 3301390103 2
Clus>398 1m0da_ 1j23A00 52979 52980 53029 34050 3405010130 34050101301 2
Clus>399 1xxaa_ 1xxaB00 55247 55252 55253 3301360 330136040 3301360401 3
Clus>400 1i50k_ 1twfK00 55247 55257 64311 3301360 330136010 3301360101 4
Clus>401 2foka4 1dzfA01 52979 52980 53014 3401340 340134010 3401340101 2
Clus>402 1qnta2 1sfe001 53066 53155 53156 330160 33016070 330160702 3
Clus>403 1i5na_ 1i5nD00 47161 47226 63512 120120 120120160 1201201604 2
Clus>404 2napa1 2napA04 50684 50692 50696 24040 2404020 24040202 6
Clus>405 1qpxa2 1n0lA02 49561 49584 49585 26040 260401070 2604010703 3
Clus>406 1ixsa_ 1ixrB03 46928 46929 46930 1108 110810 1108109 2
Clus>407 1gvda_ 1gvdA00 46688 46689 46739 11010 1101060 11010601 3
Clus>408 1n1ea1 1evyA02 48178 48179 48197 1101040 110104010 1101040102 2
Clus>409 1ka8a_ 1ka8A00 46688 46785 46856 11010 1101010 110101087 2
Clus>410 1mg7a2 1mg7A01 54861 55060 89953 33070 330701000 3307010001 2
Clus>411 3pvia_ 1azo000 52979 52980 52996 340600 34060010 340600103 2
Clus>412 1qbea_ 1qbeB00 55404 55405 55406 330380 33038010 330380103 4
Clus>413 1lpla_ 1tovA00 50036 74924 74925 23030 23030190 230301901 10
Clus>414 1o3ua_ 1o3uA00 47161 81593 89022 120120 120120330 1201203302 2
Clus>415 1l8ra_ 1bm8000 46954 46955 74693 310260 31026010 310260101 2
Clus>416 1diqc_ 1wveC00 46625 46626 46627 110760 11076010 1107601025 2
Clus>417 1gzta_ 1uzvA00 82025 82026 82027 260120 260120400 2601204001 2
Clus>418 1oxja2 1n4kA02 48370 48371 89129 12510 1251030 12510301 2
Clus>419 1ls1a1 1ls1A01 47161 47364 47365 120120 120120140 1201201401 3
Clus>420 1oo0a_ 1oo0A00 89816 89817 89818 3301560 330156010 3301560101 2
Clus>421 1moga_ 1go3E02 88797 89807 89808 3301490 3301490120 33014901201 2
Clus>422 1gsoa1 1gsoA04 51229 51246 51247 390600 39060010 390600101 2
Clus>423 3proc2 3proC02 54805 54806 54807 330300 33030050 330300501 2
Clus>424 1jvaa2 1vdeA02 55603 55608 55614 31028 3102810 31028109 3
Clus>425 1oaia_ 1oaiA00 46928 46934 68973 1108 110810 1108101 2
Clus>426 1pkp_1 1pkp002 54210 54211 54212 330230 33023010 3302301017 2
Clus>427 1b2pa_ 1b2pA00 51109 51110 51111 29010 2901010 29010101 2
Clus>428 1i36a1 1i36A02 48178 48179 74762 1101040 110104010 1101040108 2
Clus>429 1nria_ 1nriA00 53696 53697 69599 34050 3405010490 34050104904 3
Clus>430 1grj_1 1b3qA01 46556 46557 46558 110287 110287560 1102875601 2
Clus>431 1ivha1 1ivhA03 47363 47203 47204 120140 12014010 120140107 2
Clus>432 1hf2a2 1hf2A01 64042 64043 64044 330750 33075050 330750501 2
Clus>433 1jp3a_ 1uehA00 64004 64005 64006 3401180 340118010 3401180101 2
Clus>434 1m1qa_ 1m1qA00 48694 48695 48711 1101130 110113010 1101130101 2
Clus>435 1ki1b1 1ki1B01 48064 48065 48066 120900 12090010 120900102 4
Clus>436 1lx8a_ 1rh6A00 46954 46955 46891 1101660 110166020 1101660201 2
Clus>437 1f2va_ 1oi2A01 52171 63965 63966 34050 3405010440 34050104401 2
Clus>438 1tbd__ 2iprA00 55463 55464 55465 3401310 340131020 3401310201 3
Clus>439 1keka5 2c42A05 54861 54862 54884 33070 3307020 330702010 4
Clus>440 1kcma_ 1kcmA00 55944 55961 64388 330530 33053020 330530205 6
Clus>441 1tc3c_ 1tc3C00 46688 46689 46728 11010 1101060 110106023 3
Clus>442 1ou5a2 1ou5A01 81302 81301 82661 330460 33046010 330460107 2
Clus>443 2erl__ 2erl000 47013 47014 47015 12050 1205010 12050101 1
Clus>444 1qmga1 1qmgA02 48178 48179 48184 1101040 110104010 11010401011 1
Clus>445 1utg__ 1utg000 48200 48201 48202 110210 11021010 110210101 1
Clus>446 1n1ba1 1n1bA01 48207 48239 48240 15030 1503010 15030101 1
Clus>447 2sqca2 2sqcA02 48207 48239 48243 15010 1501020 15010207 1
Clus>448 1etxa_ 1etxB00 48282 48283 48284 1101680 110168010 1101680101 1
Clus>449 1f5na1 1f5nA01 48339 48340 48341 1201000 120100010 1201000101 1
Clus>450 1qhda1 1qhdA02 48344 48345 63596 1101350 110135010 1101350101 1
Clus>451 1b89a_ 1b89A00 48370 48371 48390 12540 1254010 125401018 1
Clus>452 1bpoa1 1bpoA02 48370 48371 48393 12540 1254030 12540301 1
Clus>453 1e8xa1 1e8yA03 48370 48371 48399 12540 1254070 12540701 1
Clus>454 1h6ka3 1h2tC03 48370 48371 48385 12540 12540180 125401803 1
Clus>455 1k8kg_ 1k8kG00 48370 69103 69104 12540 12540190 125401901 1
Clus>456 1klxa_ 1klxA00 48370 81901 81902 12540 1254010 12540105 1
Clus>457 1kpsb_ 2grrB00 48370 69099 69100 12540 12540200 125402001 1
Clus>458 1lsha1 1lshA02 48370 48431 48432 12510 1251020 12510201 1
Clus>459 1n8va_ 1n8vB00 48370 48371 81898 1102080 110208010 1102080101 1
Clus>460 1ocre_ 1v54E00 48370 48479 48480 12540 1254040 12540401 1
Clus>461 1qc7a_ 1qc7A00 48370 48029 48030 110220 11022030 110220301 1
Clus>462 2tct_2 2tct002 48497 48498 48499 110357 11035710 110357103 1
Clus>463 1f0ja_ 1y2kA00 48546 48547 48548 1101300 110130010 1101300102 1
Clus>464 1ezfa_ 1ezfC00 48575 48576 48580 110600 11060010 110600102 1
Clus>465 1kp8a1 1sx3A01 48591 48592 48593 110560 11056010 110560101 1
Clus>466 1ecma_ 1ecmA00 48599 48600 48601 12059 1205910 12059102 1
Clus>467 5csma_ 5csmA00 48599 48600 48604 110590 11059010 110590101 1
Clus>468 1pprm1 1pprM01 48607 48608 48609 14010 1401010 14010101 1
Clus>469 1lwba_ 1lwbA00 48618 48619 63630 12090 1209010 12090103 1
Clus>470 1poc__ 1poc000 48618 48619 48620 12090 1209010 12090105 1
Clus>471 1lria_ 2aibA00 48646 48647 48648 110239 11023910 110239101 1
Clus>472 1g8qa_ 1g8qA00 48651 48652 48653 1101450 110145010 1101450101 1
Clus>473 1dvoa_ 1dvoA00 48656 48657 48658 1101710 110171010 1101710101 1
Clus>474 1e79i_ 1h8eI00 48661 48690 48691 1101620 110162020 1101620201 1
Clus>475 1hfes_ 1hfeS00 48661 48674 48675 410260 41026020 410260201 1
Clus>476 1jj21_ 1vq8200 48661 48662 48663 1101620 110162010 1101620101 1
Clus>477 1tbge_ 1tbgF00 48661 48670 48671 410260 41026010 410260101 1
Clus>478 2prgc_ 2prgC00 48661 48682 48683 410630 41063010 410630101 1
Clus>479 1ft5a_ 1ft5A00 48694 48695 48711 110710 11071010 110710101 1
Clus>480 1jnia_ 1jniA00 48694 48695 48711 4101020 410102010 4101020101 1
Clus>481 3caoa_ 3caoA00 48694 48695 48696 39010 3901010 39010106 1
Clus>482 1e7la1 1e7lA02 63450 68918 68919 110720 11072010 110720101 1
Clus>483 1jeqa1 1jeqA05 63450 68906 68907 110720 11072030 110720301 1
Clus>484 1ijya_ 1ijyA00 63500 63501 63502 1102000 110200010 1102000101 1
Clus>485 1iw7e_ 2a6hE00 63561 63562 63563 1101480 110148010 1101480101 1
Clus>486 1gyza_ 2ghjE02 63569 74731 74732 1101900 110190020 1101900201 1
Clus>487 1i2ta_ 1i2tA00 63569 63570 63571 1101900 110190010 1101900101 1
Clus>488 1k8ke_ 1k8kE00 69059 69060 69061 1101760 110176010 1101760101 1
Clus>489 1knca_ 1gu9C00 69117 69118 69119 1201290 120129010 1201290102 1
Clus>490 1mu5a1 1mu5A02 81297 46946 81705 1108 110850 1108501 1
Clus>491 1p22a1 1p22A01 81385 81383 81381 1201280 120128050 1201280503 1
Clus>492 1a6q_1 1a6q002 81602 81601 81600 11010 11010430 110104301 1
Clus>493 1ail__ 1ail000 47059 47060 47061 110287 11028710 110287102 1
Clus>494 1nkta1 1nktA02 81766 81767 81768 3901440 390144010 3901440101 1
Clus>495 1mi1a1 1t77A02 81836 81837 81838 1101540 110154010 1101540101 1
Clus>496 1ou5a1 1ou5A02 81890 81891 81892 1103090 110309010 1103090101 1
Clus>497 1h3la_ 1h3lA00 88945 88946 88947 1101740 110174010 1101740101 1
Clus>498 1sig__ 1sig000 88945 88946 88947 110601 11060110 110601101 1
Clus>499 1no1a_ 1no1A00 89063 89064 89065 1108 1108200 11082001 1
Clus>500 2end__ 2end000 47076 47077 47078 110440 11044010 110440101 1
Clus>501 1n81a_ 1n81A00 89161 89162 89163 1103030 110303010 1103030101 1
Clus>502 1fpoa1 1fpoA01 46556 46565 46566 110287 110287110 1102871101 1
Clus>503 1jj2u_ 1vq8V00 46556 46561 46562 110287 110287310 1102873101 1
Clus>504 1nz6a_ 1nz6A00 46556 46565 46566 110287 110287110 1102871102 1
Clus>505 1seta1 1sesA01 46556 46589 46590 110287 11028740 110287401 1
Clus>506 1lbu_1 1lbu001 47089 47090 47091 110101 11010110 110101102 1
Clus>507 1bh9a_ 1bh9A00 47112 47113 47134 11020 1102010 110201020 1
Clus>508 1f1ea_ 1f1eA00 47112 47113 47129 11020 1102010 110201015 1
Clus>509 1h3oa_ 1h3oA00 47112 47113 47134 11020 1102010 110201018 1
Clus>510 1ei7a_ 1ei7A00 47161 47195 47196 120120 12012070 120120701 1
Clus>511 1gs9a_ 1gs9A00 47161 47162 47163 120120 12012020 120120201 1
Clus>512 1joga_ 1jogA00 47161 81593 81740 120120 120120330 1201203304 1
Clus>513 2liga_ 1vls000 47161 47170 47171 120120 12012030 120120301 1
Clus>514 3fapb_ 3fapB00 47161 47212 47213 120120 120120150 1201201501 1
Clus>515 1d9ca_ 1d9cA00 47265 47266 47305 1201250 120125010 12012501011 1
Clus>516 1f45b_ 1f45B00 47265 47266 47267 1201250 120125010 12012501021 1
Clus>517 1hula_ 1hulA00 47265 47266 47286 1201250 120125010 12012501023 1
Clus>518 2ilk__ 1vlk000 47265 47266 47305 1201250 120125010 1201250102 1
Clus>519 1a8o__ 1a8o000 47335 47353 47354 1101200 110120030 1101200301 1
Clus>520 1fr2a_ 1fr2A00 47335 47345 47346 1101200 110120020 1101200201 1
Clus>521 1l0ia_ 1t8kA00 47335 47336 47337 1101200 110120010 1101200101 1
Clus>522 1e6ia_ 1e6iA00 47363 47370 47371 120920 12092010 120920101 1
Clus>523 1c52__ 1c52000 46625 46626 46627 110760 11076010 110760104 1
Clus>524 1r2aa_ 2hwnB00 47390 47391 47392 120890 12089010 120890102 1
Clus>525 1ytfb_ 1nh2B00 47395 47396 47397 110287 110287100 1102871001 1
Clus>526 1ytfd1 1nh2D01 47395 47396 47397 110287 110287190 1102871901 1
Clus>527 1b0nb_ 1b0nB00 47405 47406 47407 110287 110287270 1102872701 1
Clus>528 1d1la_ 1orc000 47412 47413 47419 330240 33024010 330240101 1
Clus>529 1dw9a1 1dw9A01 47412 47413 47435 110260 11026040 110260403 1
Clus>530 1e3oc2 1e3oC01 47412 47413 47414 110260 11026040 110260401 1
Clus>531 1ic8a2 1ic8A01 47412 47413 47414 1108 1108170 11081701 1
Clus>532 1vpwa1 1jftA01 47412 47413 47438 110260 11026040 110260407 1
Clus>533 1sknp_ 1sknP00 47453 47454 47455 110880 11088010 110880101 1
Clus>534 1a0aa_ 1a0aA00 47458 47459 47460 410280 41028010 410280105 1
Clus>535 1an4a_ 1an4A00 47458 47459 47460 410280 41028010 410280106 1
Clus>536 1nlwa_ 1nlwD00 47458 47459 47460 410280 41028010 410280102 1
Clus>537 1dqea_ 1dqeA00 47472 47565 47566 110238 11023820 110238204 1
Clus>538 1sra__ 1sra000 47472 47473 47489 110238 11023810 1102381036 1
Clus>539 2cbla1 1yvhA02 47472 47473 47547 110238 11023810 1102381017 1
Clus>540 1bl0a1 1bl0A01 46688 46689 46759 11010 1101060 110106013 1
Clus>541 1bm9a_ 1bm9A00 46688 46785 46807 11010 1101010 110101083 1
Clus>542 1e3ha1 1e3hA02 46688 46915 46916 11010 11010400 110104001 1
Clus>543 1f1za1 1t0fA02 46688 46785 46782 11010 1101010 110101044 1
Clus>544 1fc3a_ 1fc3B00 46688 46894 46903 11010 1101010 110101057 1
Clus>545 1fjgr_ 1fjgR00 46688 46911 46912 410640 41064010 410640101 1
Clus>546 1fzpb_ 1fzpD00 46688 46785 63379 11010 1101010 110101086 1
Clus>547 1hlva2 1hlvA02 46688 46689 46756 11010 1101060 110106019 1
Clus>548 1i27a_ 1i27A00 46688 46785 63480 11010 1101010 11010101 1
Clus>549 1i50j_ 1twfJ00 46688 46924 46925 11010 1101060 110106021 1
Clus>550 1igna1 1ignB02 46688 46689 46753 11010 1101060 110106034 1
Clus>551 1igna2 1ignA01 46688 46689 46753 11010 1101060 110106035 1
Clus>552 1jhga_ 1jhgA00 46688 48295 48296 1101270 110127010 1101270101 1
Clus>553 1k6ya1 1k6yA01 46688 46919 46920 11010 11010200 110102002 1
Clus>554 1k78a1 1k78A01 46688 46689 46748 11010 1101010 110101059 1
Clus>555 1k78a2 1k78I00 46688 46689 46748 11010 1101010 110101077 1
Clus>556 1ku3a_ 1ku3A00 46688 88659 88665 11010 1101010 110101046 1
Clus>557 1l0oc_ 1l0oC00 46688 88659 88665 11010 1101010 110101088 1
Clus>558 1mija_ 1mijA00 46688 46689 46690 11010 11010500 110105001 1
Clus>559 1o7fa1 1o7fA02 46688 46785 63483 11010 1101010 110101096 1
Clus>560 2irfg_ 2irfG00 46688 46785 46877 11010 1101010 110101078 1
Clus>561 2tct_1 2tct001 46688 46689 46764 11010 1101060 110106015 1
Clus>562 1bkra_ 1bkrA00 47575 47576 47577 110418 11041810 110418101 1
Clus>563 1cmba_ 1cmbA00 47597 47598 47604 110140 11014010 110140101 1
Clus>564 1irqa_ 1irqA00 47597 47598 47604 1101220 110122010 1101220101 1
Clus>565 1bmta1 1bmtA01 47643 47644 47645 1101240 110124010 1101240101 1
Clus>566 1de4c1 1de4C03 47667 47672 47673 120930 12093040 120930401 1
Clus>567 2cbla2 1yvhA01 47667 47668 47669 120930 12093020 120930201 1
Clus>568 1bvsa1 1bvsF03 46928 46929 46930 1108 110810 11081011 1
Clus>569 1ocrh_ 1v54H00 47693 47694 47695 11010 11010140 110101401 1
Clus>570 1fk5a_ 1fk5A00 47698 47699 47700 110110 11011010 110110101 1
Clus>571 1hyp__ 1hyp000 47698 47699 47700 110110 11011010 110110103 1
Clus>572 1owfb_ 1owfB00 47728 47729 47730 410520 41052010 410520102 1
Clus>573 1dj8a_ 1dj8A00 47751 47752 47753 110890 11089010 110890101 1
Clus>574 1af7_1 1af7001 47756 47757 47758 110155 11015510 110155101 1
Clus>575 1a0p_1 1a0p001 47768 47823 47824 110150 110150130 1101501302 1
Clus>576 1ci4a_ 1ci4A00 47768 47798 47799 110150 11015040 110150401 1
Clus>577 1cuk_2 1cuk002 47768 47781 47782 110150 11015020 110150201 1
Clus>578 1f44a1 1xo0A01 47768 47823 47824 110150 110150130 1101501301 1
Clus>579 1ji7a_ 1ji7A00 47768 47769 47770 110150 11015050 110150501 1
Clus>580 1jn3a1 2fmpA02 47768 81585 81584 110150 11015020 110150207 1
Clus>581 1lb2b_ 1lb2B00 47768 47789 47790 110150 11015020 1101502017 1
Clus>582 1m6ya1 1m6yA02 47768 81799 81800 110150 110150170 1101501701 1
Clus>583 1zyma1 1zymA02 47768 47831 47832 110274 11027410 110274101 1
Clus>584 1mn8a_ 1mn8D00 47835 47836 81803 110150 110150180 1101501801 1
Clus>585 1aep__ 1aep000 47856 47857 47858 120120 12012020 120120202 1
Clus>586 1e68a_ 1o82A00 47861 47869 47870 120225 12022510 120225101 1
Clus>587 1l9la_ 1l9lA00 47861 47862 47863 110225 11022510 110225101 1
Clus>588 1n69a_ 1n69A00 47861 47862 81806 110225 11022510 110225102 1
Clus>589 1fjgt_ 2j00T00 46965 46992 46993 12058 12058110 120581101 1
Clus>590 1j2jb_ 1j2jB00 46965 89009 89010 1205 1205170 12051707 1
Clus>591 1dvka_ 1dvkA00 47937 47938 47939 120940 12094010 120940101 1
Clus>592 1guxa_ 1guxA00 47953 47954 47969 110472 11047210 1104721010 1
Clus>593 1h4ld_ 1unlD00 47953 47954 47955 110472 11047210 110472105 1
Clus>594 1eyva_ 1eyvB00 48012 48013 48014 110940 11094010 110940103 1
Clus>595 1deeg_ 1deeH00 46996 46997 46998 1205 1205420 12054202 1
Clus>596 1htya1 1qwnA02 46996 88688 88693 1201270 120127050 1201270501 1
Clus>597 1b79a_ 1b79B00 48023 48024 48025 110860 11086010 110860101 1
Clus>598 1al01_ 1tx9A00 48044 48045 48046 1101850 110185010 1101850101 1
Clus>599 1lla_1 1lla001 48049 48050 48051 1201370 120137010 1201370101 1
Clus>600 1boua_ 1b4uA00 48075 48076 48077 110700 11070010 110700101 1
Clus>601 1hbna1 1hbnA03 48080 48081 48082 120840 12084010 120840101 1
Clus>602 1ebdc_ 1w85I00 47004 47005 47006 410320 41032010 410320101 1
Clus>603 1bgf__ 1bgf000 48091 48092 48093 110532 11053210 110532101 1
Clus>604 1a9xa1 1a9xA04 48107 48108 48109 1101030 110103010 1101030101 1
Clus>605 1ngna_ 1ngnA00 48149 48150 48154 110340 11034030 110340308 1
Clus>606 1clc_2 1clc001 48725 81296 81282 26040 2604010 260401042 1
Clus>607 1ogad2 1ogaD02 48725 48726 48942 26040 2604010 260401034 1
Clus>608 1pl3a_ 1d7bA00 48725 49344 49345 26040 260401210 2604012101 1
Clus>609 1ijaa_ 1t2wA00 63816 63817 63818 240260 24026010 240260101 1
Clus>610 1e44b_ 1e44B00 63839 63840 63841 310380 31038010 310380101 1
Clus>611 1jhna3 1jhnA02 63886 63887 63888 210250 21025010 210250101 1
Clus>612 1nj4a1 1z6fA02 69188 69189 69190 260410 26041010 260410101 1
Clus>613 1j1ha_ 1wjxA00 74981 74982 74983 240280 24028010 240280101 1
Clus>614 1m1ha1 1m1hA02 82003 82004 82005 260320 26032010 260320101 1
Clus>615 1ko6.1 1ko6A00 82214 82215 82216 3301610 330161010 3301610101 1
Clus>616 1g8fa1 1r6xA01 88696 88697 63801 310400 31040010 310400101 1
Clus>617 1nc7a_ 1nc7A00 89231 89232 89233 260290 26029011 260290111 1
Clus>618 1njha_ 1njhA00 89441 89442 89443 270180 27018010 270180101 1
Clus>619 1slua_ 1sluA00 49771 49772 49773 26040 26040550 260405501 1
Clus>620 1a44__ 1kn3A00 49776 49777 49778 390280 39028010 390280102 1
Clus>621 1aol__ 1aol000 49829 49830 49831 390310 39031010 390310101 1
Clus>622 1kwna_ 1rqwA00 49869 49870 49871 260110 26011010 260110101 1
Clus>623 1cq3a_ 1cq3A00 49888 49889 49890 260240 26024010 260240101 1
Clus>624 1p35a_ 1p35C00 49893 49894 49895 260250 26025010 260250101 1
Clus>625 1ikpa1 1ikpA01 49898 49899 49962 260120 260120200 2601202003 1
Clus>626 1kqra_ 1kqrA00 49898 49899 74907 260120 260120200 26012020027 1
Clus>627 1nls__ 1nls000 49898 49899 49900 260120 260120200 2601202001 1
Clus>628 1bf4a_ 1c8cA00 50036 54160 54161 24050 2405040 24050402 1
Clus>629 1bia_2 1bia003 50036 50037 50038 23030 23030100 2303010011 1
Clus>630 1hyoa1 1hyoA01 50036 63433 63434 23030 23030230 230302301 1
Clus>631 1i07a_ 1i07A00 50036 50044 50045 23030 2303040 230304015 1
Clus>632 1g31a_ 1g31A00 50128 50129 50130 23033 2303340 23033401 1
Clus>633 1c3ga1 1c3gA01 49492 49493 49494 260260 26026020 260260203 1
